Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,year,Social support,Average Happiness,HappinessGrowth
Saudi Arabia,Middle East and Northern Africa,34,6.379,1.48953,0.59267,0.37904,0.30008,0.15457,2016,1.3942587499999997,6.375999972600001,-0.5594339360360984
Taiwan,Eastern Asia,34,6.379,1.39729,0.79565,0.32377,0.0663,0.25495,2016,1.3794237500000006,6.391,2.3356894515782103
Qatar,Middle East and Northern Africa,36,6.375,1.82427,0.71723,0.56679,0.48049,0.32388,2016,1.3974949999999986,6.4218,-3.58549417044083
Spain,Western Europe,37,6.361,1.34253,0.87896,0.37545,0.06137,0.17665,2016,1.3993674999999994,6.3513999756,0.4107442995165609
Algeria,Middle East and Northern Africa,38,6.355,1.05266,0.61804,0.21006,0.16157,0.07044,2016,1.374975,5.6676000434,-5.632101272908041
Guatemala,Latin America and Caribbean,39,6.324,0.83454,0.54039,0.50379,0.08701,0.28808,2016,1.3417300000000003,6.3437999992,5.06890803586106
Kuwait,Middle East and Northern Africa,41,6.239,1.61714,0.63569,0.43166,0.23669,0.15965,2016,1.3839637499999988,6.1486000038,-4.416969306113602
Bahrain,Middle East and Northern Africa,42,6.218,1.44024,0.65696,0.47375,0.25772,0.17147,2016,1.3625899999999986,6.113799978600001,4.057506067690395
Venezuela,Latin America and Caribbean,44,6.084,1.13367,0.61904,0.19847,0.08304,0.0425,2016,1.3790599999999984,5.5469,-33.273380063523916
Slovakia,Central and Eastern Europe,45,6.078,1.27973,0.70367,0.23391,0.02947,0.13837,2016,1.45454375,6.10840001,3.3484435922217837
El Salvador,Latin America and Caribbean,46,6.068,0.8737,0.596,0.37269,0.10613,0.08877,2016,1.3500525,6.1241999566,2.0438743083590527
Malaysia,Southeastern Asia,47,6.005,1.25142,0.62366,0.39031,0.09081,0.41474,2016,1.38337125,5.9040000222,-6.248616266638264
Nicaragua,Latin America and Caribbean,48,5.992,0.69384,0.65213,0.46582,0.16292,0.29773,2016,1.3350599999999992,6.0274000198,4.6992247657062025
Uzbekistan,Central and Eastern Europe,49,5.987,0.73591,0.50163,0.60848,0.28333,0.34326,2016,1.4018000000000006,6.046200039,2.839200066113878
Italy,Western Europe,50,5.977,1.35495,0.85102,0.18827,0.02556,0.16684,2016,1.3576837499999987,6.022400045,4.590346791109786
Ecuador,Latin America and Caribbean,51,5.976,0.97306,0.68613,0.4027,0.18037,0.10074,2016,1.4118124999999997,5.9919999794,0.8904653386405489
Japan,Eastern Asia,53,5.921,1.38007,0.91491,0.46761,0.18985,0.10224,2016,1.4315337499999996,5.9258000152,-1.6940159578580205
Kazakhstan,Central and Eastern Europe,54,5.919,1.22943,0.57386,0.4052,0.11132,0.15011,2016,1.4666662499999996,5.838399953400001,-0.7666071214293976
Moldova,Central and Eastern Europe,55,5.897,0.69177,0.52309,0.25202,0.01903,0.19997,2016,1.2555237499999996,5.7585999642,-6.224319875808209
Russia,Central and Eastern Europe,56,5.856,1.23228,0.58991,0.32682,0.03586,0.02736,2016,1.4336949999999993,5.798599964199999,-1.0776677329263085
Poland,Central and Eastern Europe,57,5.835,1.24585,0.69058,0.4519,0.055,0.14443,2016,1.461911249999999,5.98080001,6.599719046673764
South Korea,Eastern Asia,57,5.835,1.35948,0.88645,0.25168,0.07716,0.18824,2016,1.32811125,5.8853999642,-1.4643551391803888
Bolivia,Latin America and Caribbean,59,5.822,0.79422,0.4697,0.50961,0.07746,0.21698,2016,1.2723350000000009,5.813199990799999,-1.8872237505200702
Lithuania,Central and Eastern Europe,60,5.813,1.2692,0.64674,0.18929,0.0182,0.02025,2016,1.4133449999999987,5.929799990000001,5.345156629423714
Belarus,Central and Eastern Europe,61,5.802,1.13062,0.63104,0.29091,0.17457,0.13942,2016,1.4418287500000004,5.5979999534000005,-8.667460938910219
Slovenia,Central and Eastern Europe,63,5.768,1.29947,0.79151,0.53164,0.03635,0.25738,2016,1.3561187499999994,5.8879999794,4.616501111283052
Peru,Latin America and Caribbean,64,5.743,0.99602,0.62994,0.37502,0.05292,0.14527,2016,1.399987499999999,5.7284000306,-2.187844530482877
Turkmenistan,Central and Eastern Europe,65,5.658,1.08017,0.44006,0.37408,0.28467,0.22567,2016,1.2696687499999997,5.582200005399999,-5.215589403869181
Mauritius,Sub-Saharan Africa,66,5.648,1.14372,0.66189,0.46145,0.05203,0.36951,2016,1.3329987499999996,5.706600037399999,7.389287522634361
Libya,Middle East and Northern Africa,67,5.615,1.06688,0.52304,0.40672,0.10339,0.17087,2016,1.2990324999999996,5.597000018999999,-4.01309407596069
Latvia,Central and Eastern Europe,68,5.56,1.21788,0.63952,0.27996,0.0889,0.17445,2016,1.3552487500000006,5.676199981,15.81499225458826
Cyprus,Western Europe,69,5.546,1.31857,0.8488,0.29507,0.05228,0.27906,2016,1.3024274999999996,5.7327999626,6.275997863370636
Paraguay,Latin America and Caribbean,70,5.538,0.89373,0.58295,0.46235,0.07396,0.25296,2016,1.2922749999999998,5.666600006200001,-2.0829531745682726
Romania,Central and Eastern Europe,71,5.528,1.1697,0.67602,0.36712,0.00679,0.12889,2016,1.34512375,5.6983999618,17.419806558520683
Estonia,Central and Eastern Europe,72,5.517,1.27964,0.68098,0.41511,0.18519,0.08423,2016,1.37611125,5.637800012200001,8.289376811204978
Jamaica,Latin America and Caribbean,73,5.51,0.89333,0.59469,0.43597,0.04294,0.22245,2016,1.27751375,5.661999974,3.8045625286977147
Croatia,Central and Eastern Europe,74,5.488,1.18649,0.70524,0.23907,0.04002,0.18434,2016,1.3289425000000008,5.4586000442,-5.643810623620828
Hong Kong,Eastern Asia,75,5.458,1.5107,0.95277,0.48079,0.31647,0.40097,2016,1.3114549999999991,5.448,-0.80529925737084
Somalia,Sub-Saharan Africa,76,5.44,0.0,0.11466,0.56778,0.3118,0.27225,2016,1.0569056250000006,5.06025000575,-14.896106018856432
Kosovo,Central and Eastern Europe,77,5.401,0.90145,0.54,0.14396,0.06547,0.27992,2016,1.2159099999999996,5.606199961,9.36835354393952
Turkey,Middle East and Northern Africa,78,5.389,1.16492,0.64718,0.23889,0.12348,0.04707,2016,1.2811612499999996,5.4154,0.8134767056934606
Indonesia,Southeastern Asia,79,5.314,0.95104,0.49374,0.39237,0.00322,0.56521,2016,1.22419,5.2520000168,-3.82077490434271
Jordan,Middle East and Northern Africa,80,5.303,0.99673,0.60712,0.36023,0.13297,0.14262,2016,1.2976999999999992,5.1795999932,-5.460319406916963
Azerbaijan,Central and Eastern Europe,81,5.291,1.12373,0.54504,0.35327,0.17914,0.0564,2016,1.3077912499999989,5.2292000412,-0.05747159968291382
Philippines,Southeastern Asia,82,5.279,0.81217,0.47036,0.54854,0.11757,0.21674,2016,1.2436050000000014,5.3873999656,10.589229332278977
China,Eastern Asia,83,5.245,1.0278,0.73561,0.44012,0.02745,0.04959,2016,1.2661949999999995,5.2189999526,1.0161829407368437
Bhutan,Southern Asia,84,5.196,0.8527,0.49759,0.46074,0.1616,0.48546,2016,1.20807,5.1248000312,-3.2286426299524873
Kyrgyzstan,Central and Eastern Europe,85,5.185,0.56044,0.55449,0.40212,0.04762,0.38432,2016,1.183652499999999,5.1734000374,-0.32995791130522667
Serbia,Central and Eastern Europe,86,5.177,1.03437,0.6458,0.15718,0.04339,0.20737,2016,1.2904000000000002,5.3391999962,9.11831273552648
Bosnia and Herzegovina,Central and Eastern Europe,87,5.163,0.93383,0.70766,0.09511,0.0,0.29889,2016,1.2402375,5.161800032,8.680061228936129
Montenegro,Central and Eastern Europe,88,5.161,1.07838,0.63533,0.15111,0.12721,0.17191,2016,1.30420875,5.2919999978,6.267514961490378
Dominican Republic,Latin America and Caribbean,89,5.155,1.02787,0.57669,0.52259,0.12372,0.21286,2016,1.308185,5.1994000038,10.678574336915664
Morocco,Middle East and Northern Africa,90,5.151,0.84058,0.59471,0.25646,0.08404,0.04053,2016,1.1544837499999985,5.172200026800001,3.871012279658547
Hungary,Central and Eastern Europe,91,5.145,1.24142,0.67608,0.1977,0.04472,0.099,2016,1.3363787500000002,5.3293999764,18.681851515106626
Pakistan,Southern Asia,92,5.132,0.68816,0.40306,0.14622,0.1388,0.31185,2016,1.0503125000000002,5.3440000106,8.636311533704056
Lebanon,Middle East and Northern Africa,93,5.129,1.12268,0.76171,0.26228,0.03061,0.23693,2016,1.2611937499999997,5.149599981,7.405285640656116
Portugal,Western Europe,94,5.123,1.27607,0.79363,0.44727,0.01521,0.11691,2016,1.3209987499999991,5.304600034400001,11.186678117371287
Macedonia,Central and Eastern Europe,95,5.121,1.0193,0.64738,0.27668,0.07047,0.23507,2016,1.292265000000001,5.122000047749999,3.52453075588835
Vietnam,Southeastern Asia,96,5.061,0.74037,0.66157,0.55954,0.11556,0.25075,2016,1.261420000000001,5.154599976399999,-3.3390160350167712
Tunisia,Middle East and Northern Africa,98,5.045,0.97724,0.59577,0.23553,0.0817,0.03936,2016,1.206463749999999,4.7283999656,-5.585796739850886
Greece,Western Europe,99,5.033,1.24886,0.80029,0.05822,0.04127,0.0,2016,1.2256399999999985,5.1524000474,8.659292356843107
Tajikistan,Central and Eastern Europe,100,4.996,0.48835,0.53119,0.43408,0.13509,0.25998,2016,1.0953050000000004,5.097799977799999,13.577654588053623
Mongolia,Eastern Asia,101,4.907,0.98853,0.55469,0.35972,0.03285,0.34539,2016,1.3329399999999996,5.0291999848,8.208085535809776
Laos,Southeastern Asia,102,4.876,0.68042,0.38291,0.52168,0.22423,0.43079,2016,1.1198225000000006,4.79275,-1.446520473922432
Nigeria,Sub-Saharan Africa,103,4.875,0.75216,0.05108,0.27854,0.0305,0.23219,2016,1.062679999999999,5.1273999764,0.35213885012967405
Honduras,Latin America and Caribbean,104,4.871,0.69429,0.58383,0.26755,0.06906,0.2044,2016,1.1615900000000006,5.2408000466,20.800037642252768
Iran,Middle East and Northern Africa,105,4.813,1.11758,0.64232,0.22544,0.0557,0.38538,2016,1.2312349999999994,4.6891999824,-2.862078509044632
Zambia,Sub-Saharan Africa,106,4.795,0.61202,0.23573,0.42662,0.11479,0.17866,2016,0.9799749999999996,4.5843999878,-21.575872570398978
Nepal,Southern Asia,107,4.793,0.44626,0.50073,0.37012,0.07008,0.3816,2016,1.0404575000000011,4.8123999786,8.730416260326404
Palestinian Territories,Middle East and Northern Africa,108,4.754,0.67024,0.56844,0.17744,0.10613,0.11154,2016,1.1695150000000012,4.736600018999999,-0.3922103748041983
Albania,Central and Eastern Europe,109,4.655,0.9553,0.73007,0.31866,0.05301,0.1684,2016,0.9677050000000006,4.712600010600001,-4.715365744988921
Bangladesh,Southern Asia,110,4.643,0.54177,0.52989,0.39778,0.12583,0.19132,2016,0.9334450000000004,4.5801999604,-5.161844201212782
Sierra Leone,Sub-Saharan Africa,111,4.635,0.36485,0.0,0.30685,0.08196,0.23897,2016,0.8889518750000005,4.5592000222,-2.8037628104985233
Iraq,Middle East and Northern Africa,112,4.575,1.07474,0.51076,0.24856,0.13636,0.19589,2016,0.9173675,4.5284000434,-5.223913560004148
Namibia,Sub-Saharan Africa,113,4.574,0.93287,0.34745,0.48614,0.10398,0.07795,2016,1.147780000000001,4.5569999705,1.5507158312565434
Cameroon,Sub-Saharan Africa,114,4.513,0.52497,0.12698,0.42736,0.06126,0.2268,2016,0.9218268749999996,4.6958000344,17.52180788469808
Ethiopia,Sub-Saharan Africa,115,4.508,0.29283,0.34578,0.36703,0.1717,0.29522,2016,0.9286325000000002,4.4232000076,-5.09105828672943
South Africa,Sub-Saharan Africa,116,4.459,1.02416,0.18611,0.42483,0.08415,0.13656,2016,1.161185000000001,4.6751999992,2.138858126400246
Sri Lanka,Southern Asia,117,4.415,0.97318,0.62007,0.50817,0.07964,0.46978,2016,1.0352424999999994,4.3926000114,2.2875574512464856
India,Southern Asia,118,4.404,0.74036,0.45091,0.40285,0.08722,0.25028,2016,0.9470849999999998,4.297800011400001,-12.621207056940717
Myanmar,Southeastern Asia,119,4.395,0.34112,0.3988,0.42692,0.20243,0.81971,2016,1.0303600000000015,4.3830000152,1.4486901261661254
Egypt,Middle East and Northern Africa,120,4.362,0.95395,0.52116,0.18847,0.10393,0.12706,2016,1.1302600000000005,4.3752000268,0.1578625760048311
Armenia,Central and Eastern Europe,121,4.36,0.86086,0.64083,0.14037,0.03616,0.07793,2016,1.1015575000000006,4.3931999856,4.847986194851793
Kenya,Sub-Saharan Africa,122,4.356,0.52267,0.30147,0.40576,0.06686,0.41328,2016,1.0087375000000005,4.4493999946,2.200947408844112
Ukraine,Central and Eastern Europe,123,4.324,0.87287,0.58628,0.12859,0.01829,0.20363,2016,1.1064149999999986,4.307200039,-7.147290818087813
Ghana,Sub-Saharan Africa,124,4.276,0.63107,0.29681,0.40973,0.0326,0.21203,2016,0.973809999999999,4.5363999772,8.959485700897762
Georgia,Central and Eastern Europe,126,4.252,0.83792,0.64035,0.32461,0.3188,0.06786,2016,1.0237950000000011,4.338799955000001,5.136721437345068
Senegal,Sub-Saharan Africa,128,4.219,0.44314,0.40457,0.31056,0.11681,0.19103,2016,0.997445,4.3939999694,18.755123095415613
Bulgaria,Central and Eastern Europe,129,4.217,1.11306,0.67806,0.21219,0.00615,0.12793,2016,1.1261149999999995,4.618600044999999,17.98884604016331
Mauritania,Sub-Saharan Africa,130,4.201,0.61391,0.28639,0.1268,0.17955,0.22686,2016,0.8892824999999996,4.3549999634,1.4359485447700453
Zimbabwe,Sub-Saharan Africa,131,4.193,0.35041,0.1595,0.25429,0.08582,0.18503,2016,0.8726887499999999,4.006600000000001,-22.1376845999129
Malawi,Sub-Saharan Africa,132,4.156,0.08709,0.29364,0.4143,0.07564,0.30968,2016,0.9001112500000005,3.883000005800001,-22.22598386620934
Sudan,Sub-Saharan Africa,133,4.139,0.63069,0.29759,0.0,0.10039,0.18077,2016,0.8022825000000013,4.24174998475,-9.032967032967003
Gabon,Sub-Saharan Africa,134,4.121,1.15851,0.3494,0.28098,0.09314,0.06244,2016,1.1449675000000008,4.4078000306,21.54649919435824
Mali,Sub-Saharan Africa,135,4.073,0.31292,0.16347,0.27544,0.13647,0.21064,2016,0.7964125000000005,4.2190000114,9.676904568531572
Haiti,Latin America and Caribbean,136,4.028,0.34097,0.27494,0.12072,0.14476,0.47958,2016,0.7617200000000011,4.3435999852,11.395469702512983
Botswana,Sub-Saharan Africa,137,3.974,1.09426,0.34752,0.44089,0.10769,0.12425,2016,1.1206350000000007,3.8300000064,-21.01272154564586
Ivory Coast,Sub-Saharan Africa,139,3.916,0.55507,0.04476,0.40663,0.1553,0.20338,2016,0.7976300000000007,4.2731999656,31.473460492275407
Cambodia,Southeastern Asia,140,3.907,0.55604,0.42494,0.58852,0.08092,0.40339,2016,1.017380000000001,4.205400044199999,21.365560229046075
Angola,Sub-Saharan Africa,141,3.866,0.84731,0.04991,0.00589,0.08434,0.12071,2016,1.096411250000001,3.872250019,-5.977361661112177
Niger,Sub-Saharan Africa,142,3.856,0.1327,0.26162,0.38041,0.17176,0.2097,2016,0.7595668750000003,4.1045999756,19.262458946050153
South Sudan,Sub-Saharan Africa,143,3.832,0.39394,0.15781,0.19662,0.13015,0.25899,2016,0.7598962500000007,3.38250002,-27.997010930495744
Chad,Sub-Saharan Africa,144,3.763,0.42214,0.03824,0.12807,0.04952,0.18667,2016,0.7514812500000013,4.0034000218,17.62798330968459
Burkina Faso,Sub-Saharan Africa,145,3.739,0.31995,0.21297,0.3337,0.12533,0.24353,2016,0.7473900000000007,4.0738000130000005,25.480514920016162
Uganda,Sub-Saharan Africa,145,3.739,0.34719,0.19625,0.43653,0.06442,0.27102,2016,0.773568125000001,4.020199970199999,6.895796082088521
Yemen,Middle East and Northern Africa,147,3.724,0.57939,0.31048,0.2287,0.05892,0.09821,2016,1.0733012500000012,3.625799987,-18.054884747125417
Madagascar,Sub-Saharan Africa,148,3.695,0.27954,0.37109,0.13684,0.07506,0.2204,2016,0.7843793750000008,3.7454000106,6.78063258600775
Tanzania,Sub-Saharan Africa,149,3.666,0.47155,0.357,0.3176,0.05099,0.31472,2016,0.8878418750000014,3.4659999954,-15.241930942543165
Liberia,Sub-Saharan Africa,150,3.622,0.10706,0.23165,0.25748,0.04852,0.24063,2016,0.628695625000001,3.8391999984,-10.560194922187112
Guinea,Sub-Saharan Africa,151,3.607,0.22415,0.18829,0.30953,0.1192,0.29914,2016,0.6830900000000011,3.853599993800001,23.297845960753264
Rwanda,Sub-Saharan Africa,152,3.515,0.32846,0.31865,0.5432,0.50521,0.23552,2016,0.8520950000000009,3.4385999912000003,-3.795177054060043
Benin,Sub-Saharan Africa,153,3.484,0.39499,0.21028,0.39747,0.06681,0.2018,2016,0.7408968750000003,3.901000013,40.43020312129954
Afghanistan,Southern Asia,154,3.36,0.38227,0.17344,0.1643,0.07112,0.31268,2016,0.6822218750000009,3.512799982,-9.178893605679422
Togo,Sub-Saharan Africa,155,3.303,0.28123,0.24811,0.34678,0.11587,0.17517,2016,0.6414400000000009,3.5441999772000004,38.727819161765915
Syria,Middle East and Northern Africa,156,3.069,0.74719,0.62994,0.06912,0.17233,0.48397,2016,0.6417543750000011,3.2921999786,14.901282083251656
Burundi,Sub-Saharan Africa,157,2.905,0.06831,0.15747,0.0432,0.09419,0.2029,2016,0.5475500000000004,3.0789999942,29.94836488812394
Norway,Western Europe,1,7.537000179,1.616463184,0.796666503,0.635422587,0.315963835,0.362012237,2017,1.5744549999999982,7.541000035800001,0.43061206168481314
Denmark,Western Europe,2,7.521999836,1.482383013,0.792565525,0.626006722,0.400770068,0.355280489,2017,1.589534999999998,7.545999967199999,0.9679105620151127
Iceland,Western Europe,3,7.504000187,1.48063302,0.833552122,0.627162635,0.153526559,0.475540221,2017,1.57404,7.5110000374,-0.8868294181755423
Switzerland,Western Europe,4,7.493999958,1.564979553,0.858131289,0.620070577,0.367007285,0.290549278,2017,1.577159999999998,7.511399991600001,-1.414738076535612
Finland,Western Europe,5,7.468999863,1.443571925,0.80915767,0.617950857,0.382611543,0.245482773,2017,1.5500199999999993,7.5377999726,4.827374739206791
Netherlands,Western Europe,6,7.376999855,1.503944635,0.810696125,0.585384488,0.282661825,0.47048983,2017,1.5549899999999992,7.404599971000001,1.4883800569728276
Canada,North America,7,7.315999985,1.479204416,0.834557652,0.611100912,0.287371516,0.435539722,2017,1.55462,7.350599997000001,-2.0165179763772643
New Zealand,Australia and New Zealand,8,7.31400013,1.405706048,0.816759706,0.61406213,0.382816702,0.500005126,2017,1.5718749999999992,7.313000026,0.29070569699696414
Sweden,Western Europe,9,7.28399992,1.494387269,0.830875158,0.612924099,0.384398729,0.385399252,2017,1.569725,7.319199983999999,-0.27895636575101235
Australia,Australia and New Zealand,10,7.28399992,1.484414935,0.843886793,0.601607382,0.30118373,0.47769925,2017,1.564785,7.276199984,-0.7682263370615564
Israel,Middle East and Northern Africa,11,7.212999821,1.375382423,0.838404,0.405988604,0.0852421,0.330082655,2017,1.4946850000000012,7.1421999642000005,-1.6563126182441028
Costa Rica,Latin America and Caribbean,12,7.078999996,1.109706283,0.759509265,0.58013165,0.100106589,0.214613229,2017,1.4404787500000005,7.1261999992,-0.7920501633942385
Austria,Western Europe,13,7.006000042,1.487097263,0.815328419,0.56776619,0.221060365,0.316472322,2017,1.534855000000001,7.142000008399999,0.684880572149412
United States,North America,14,6.993000031,1.546259284,0.774286628,0.505740523,0.135638788,0.392578781,2017,1.5076400000000003,6.9988000062,-3.2161719668015274
Ireland,Western Europe,15,6.977000237,1.535706639,0.809782624,0.573110342,0.298388153,0.427858323,2017,1.5438550000000004,6.9644000474,1.1686038558590448
Germany,Western Europe,16,6.951000214,1.487923384,0.798950732,0.562511384,0.276731938,0.33626917,2017,1.5389150000000011,6.9290000428,3.488561998066178
Belgium,Western Europe,17,6.890999794,1.463780761,0.818091869,0.539770722,0.251343131,0.231503338,2017,1.4835150000000012,6.9213999588,-0.199067787334539
Luxembourg,Western Europe,18,6.862999916,1.741943598,0.845089495,0.596627891,0.318834424,0.283180982,2017,1.5106400000000004,6.9359999832,2.09356260883348
United Kingdom,Western Europe,19,6.714000225,1.44163394,0.805335939,0.508190036,0.265428066,0.492774159,2017,1.5218050000000003,6.910000044999999,2.966717595732796
Chile,Latin America and Caribbean,20,6.65199995,1.25278461,0.819479704,0.376895279,0.082287982,0.326662421,2017,1.4702400000000009,6.58939999,-3.4056702533070733
United Arab Emirates,Middle East and Northern Africa,21,6.647999763,1.626343369,0.726798236,0.60834527,0.324489564,0.360941947,2017,1.4351900000000004,6.736749940749999,-0.9494479369855102
Brazil,Latin America and Caribbean,22,6.635000229,1.10735321,0.616552353,0.437453747,0.111092761,0.162349895,2017,1.4086150000000004,6.657800045799999,-10.113108982588585
Czech Republic,Central and Eastern Europe,23,6.609000206,1.352682352,0.754444003,0.490946174,0.036872927,0.088106759,2017,1.437305,6.654600041200001,5.240391147684298
Argentina,Latin America and Caribbean,24,6.598999977,1.185295463,0.695137084,0.494519204,0.059739888,0.109457061,2017,1.4209149999999997,6.4593999954,-7.535916374032673
Mexico,Latin America and Caribbean,25,6.578000069,1.153183818,0.709978998,0.412730008,0.132774115,0.120990433,2017,1.403995,6.7252000138,-8.360552110223889
Singapore,Southeastern Asia,26,6.572000027,1.69227767,0.949492395,0.549840569,0.464307785,0.345965981,2017,1.4653699999999994,6.542800005399999,-8.107492675948372
Malta,Western Europe,27,6.52699995,1.343279839,0.821944237,0.588767052,0.153066069,0.574730575,2017,1.4563474999999997,6.53399999,6.578539813018188
Uruguay,Latin America and Caribbean,28,6.453999996,1.217559695,0.719216824,0.579392254,0.178061873,0.175096929,2017,1.4201549999999998,6.4311999992,-2.9754060326768457
Guatemala,Latin America and Caribbean,29,6.453999996,0.872001946,0.54023999,0.531310618,0.077223279,0.283488393,2017,1.3326250000000004,6.3437999992,5.06890803586106
Panama,Latin America and Caribbean,30,6.452000141,1.233748436,0.706156135,0.550026834,0.070983924,0.210556939,2017,1.3939312500000005,6.5380000282,-7.004600606895986
France,Western Europe,31,6.441999912,1.430923462,0.844465852,0.470222116,0.172502428,0.129762307,2017,1.4492087500000006,6.5151999824,0.28587644225496534
Thailand,Southeastern Asia,32,6.423999786,1.127868772,0.647239029,0.580200732,0.031612735,0.57212311,2017,1.3916199999999992,6.2865999572,-7.011445237723424
Spain,Western Europe,34,6.402999878,1.384397864,0.8889606,0.40878123,0.070914097,0.190133572,2017,1.413725,6.3513999756,0.4107442995165609
Qatar,Middle East and Northern Africa,35,6.375,1.870765686,0.710098088,0.604130983,0.439299256,0.33047387,2017,1.3991349999999985,6.4218,-3.58549417044083
Colombia,Latin America and Caribbean,36,6.356999874,1.070622325,0.595027924,0.477487415,0.046668742,0.149014473,2017,1.4290349999999992,6.3399999748,-5.533954499713408
Saudi Arabia,Middle East and Northern Africa,37,6.343999863,1.530623555,0.59014833,0.449750572,0.273432255,0.147616014,2017,1.393925,6.375999972600001,-0.5594339360360984
Kuwait,Middle East and Northern Africa,39,6.105000019,1.632952452,0.632105708,0.496337593,0.21515955,0.228289798,2017,1.3556549999999985,6.1486000038,-4.416969306113602
Slovakia,Central and Eastern Europe,40,6.09800005,1.325393558,0.712732911,0.295817465,0.024210852,0.136544481,2017,1.46177875,6.10840001,3.3484435922217837
Bahrain,Middle East and Northern Africa,41,6.086999893,1.488412261,0.653133035,0.536746919,0.25704217,0.172668487,2017,1.361484999999998,6.113799978600001,4.057506067690395
Malaysia,Southeastern Asia,42,6.084000111,1.29121542,0.618784428,0.402264982,0.065600708,0.41660893,2017,1.3762212500000002,5.9040000222,-6.248616266638264
Nicaragua,Latin America and Caribbean,43,6.071000099,0.737299204,0.653095961,0.447551847,0.130687982,0.301674217,2017,1.334964999999999,6.0274000198,4.6992247657062025
Ecuador,Latin America and Caribbean,44,6.007999897,1.000820398,0.685636222,0.455198199,0.140134647,0.150112465,2017,1.4156937500000004,5.9919999794,0.8904653386405489
El Salvador,Latin America and Caribbean,45,6.002999783,0.909784496,0.596018553,0.43245253,0.08998096,0.078257985,2017,1.3579787499999998,6.1241999566,2.0438743083590527
Poland,Central and Eastern Europe,46,5.97300005,1.291787863,0.699475348,0.520342112,0.059307806,0.158465967,2017,1.4645674999999982,5.98080001,6.599719046673764
Uzbekistan,Central and Eastern Europe,47,5.971000195,0.786441088,0.498272628,0.658248663,0.246528223,0.415983647,2017,1.420420000000001,6.046200039,2.839200066113878
Italy,Western Europe,48,5.964000225,1.395066619,0.853144348,0.256450713,0.028028091,0.172789648,2017,1.3622974999999995,6.022400045,4.590346791109786
Russia,Central and Eastern Europe,49,5.962999821,1.281778097,0.547349334,0.373783112,0.032962881,0.052263822,2017,1.4248312499999995,5.798599964199999,-1.0776677329263085
Japan,Eastern Asia,51,5.920000076,1.416915178,0.913475871,0.505625546,0.163760737,0.120572768,2017,1.4362625000000002,5.9258000152,-1.6940159578580205
Lithuania,Central and Eastern Europe,52,5.90199995,1.314582348,0.62894994,0.234231785,0.011865643,0.010164657,2017,1.4298124999999982,5.929799990000001,5.345156629423714
Algeria,Middle East and Northern Africa,53,5.872000217,1.091864467,0.617584646,0.233335808,0.14609611,0.069436647,2017,1.3759175,5.6676000434,-5.632101272908041
Latvia,Central and Eastern Europe,54,5.849999905,1.260748625,0.638566971,0.325707912,0.073842727,0.153074786,2017,1.4677187499999995,5.676199981,15.81499225458826
South Korea,Eastern Asia,55,5.837999821,1.401678443,0.900214076,0.257921666,0.063282669,0.206674367,2017,1.32822625,5.8853999642,-1.4643551391803888
