Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,year,Social support,Average Happiness,HappinessGrowth
Moldova,Central and Eastern Europe,56,5.837999821,0.72887063,0.589465201,0.240729049,0.010091286,0.208779126,2017,1.2943837499999993,5.7585999642,-6.224319875808209
Romania,Central and Eastern Europe,57,5.824999809,1.217683911,0.685158312,0.457003742,0.004387901,0.133519918,2017,1.363647499999999,5.6983999618,17.419806558520683
Bolivia,Latin America and Caribbean,58,5.822999954,0.833756566,0.47363025,0.558732927,0.060477726,0.225560725,2017,1.3283162500000003,5.813199990799999,-1.8872237505200702
Turkmenistan,Central and Eastern Europe,59,5.822000027,1.130776763,0.43772608,0.418271929,0.25927034,0.249924988,2017,1.3890187500000002,5.582200005399999,-5.215589403869181
Kazakhstan,Central and Eastern Europe,60,5.818999767,1.28455627,0.606041551,0.437454283,0.119282886,0.201964423,2017,1.4224862499999995,5.838399953400001,-0.7666071214293976
Slovenia,Central and Eastern Europe,62,5.757999897,1.341205955,0.790828228,0.572575808,0.045128979,0.242649093,2017,1.375048749999999,5.8879999794,4.616501111283052
Peru,Latin America and Caribbean,63,5.715000153,1.035225272,0.630166113,0.450002879,0.047049087,0.126819715,2017,1.3855474999999997,5.7284000306,-2.187844530482877
Mauritius,Sub-Saharan Africa,64,5.629000187,1.189395547,0.638007462,0.491247326,0.042181555,0.360933751,2017,1.3506037499999997,5.706600037399999,7.389287522634361
Cyprus,Western Europe,65,5.620999813,1.355938077,0.844714701,0.355111539,0.041237976,0.271254301,2017,1.3114099999999993,5.7327999626,6.275997863370636
Estonia,Central and Eastern Europe,66,5.611000061,1.32087934,0.695168316,0.47913143,0.183248922,0.098890811,2017,1.3780837499999998,5.637800012200001,8.289376811204978
Belarus,Central and Eastern Europe,67,5.568999767,1.15655756,0.637714267,0.295400262,0.156313822,0.155137509,2017,1.3617025,5.5979999534000005,-8.667460938910219
Libya,Middle East and Northern Africa,68,5.525000095,1.101803064,0.52016902,0.46573323,0.09261021,0.152073666,2017,1.31299,5.597000018999999,-4.01309407596069
Turkey,Middle East and Northern Africa,69,5.5,1.198274374,0.637605608,0.3007406,0.09967158,0.046693042,2017,1.3005387499999992,5.4154,0.8134767056934606
Paraguay,Latin America and Caribbean,70,5.493000031,0.932537317,0.579250693,0.473507792,0.091065913,0.224150658,2017,1.29491875,5.666600006200001,-2.0829531745682726
Philippines,Southeastern Asia,72,5.429999828,0.857699215,0.468009055,0.585214674,0.099331893,0.193513423,2017,1.2548000000000008,5.3873999656,10.589229332278977
Serbia,Central and Eastern Europe,73,5.394999981,1.069317579,0.650784671,0.208715528,0.040903781,0.220125884,2017,1.3399975000000013,5.3391999962,9.11831273552648
Jordan,Middle East and Northern Africa,74,5.335999966,0.991012394,0.604590058,0.418421149,0.119803272,0.17217046,2017,1.2964074999999988,5.1795999932,-5.460319406916963
Hungary,Central and Eastern Europe,75,5.323999882,1.286011934,0.687763453,0.175863519,0.036636937,0.078401662,2017,1.3689612500000004,5.3293999764,18.681851515106626
Jamaica,Latin America and Caribbean,76,5.31099987,0.925579309,0.641022384,0.474307239,0.055267781,0.233818337,2017,1.2786687500000005,5.661999974,3.8045625286977147
Croatia,Central and Eastern Europe,77,5.293000221,1.222556233,0.701288521,0.255772293,0.04310311,0.248002976,2017,1.3189487500000008,5.4586000442,-5.643810623620828
Kosovo,Central and Eastern Europe,78,5.278999805,0.951484382,0.54145205,0.260287941,0.057471618,0.319931448,2017,1.2495250000000004,5.606199961,9.36835354393952
China,Eastern Asia,79,5.272999763,1.081165791,0.741415501,0.472787708,0.022794275,0.028806841,2017,1.2680949999999995,5.2189999526,1.0161829407368437
Pakistan,Southern Asia,80,5.269000053,0.726883531,0.402047783,0.235215262,0.124348067,0.315446019,2017,1.0482199999999997,5.3440000106,8.636311533704056
Indonesia,Southeastern Asia,81,5.262000084,0.995538592,0.492345721,0.443323463,0.015317135,0.611704588,2017,1.24024875,5.2520000168,-3.82077490434271
Venezuela,Latin America and Caribbean,82,5.25,1.128431201,0.617144227,0.153997123,0.064491123,0.06501963,2017,1.3505362500000009,5.5469,-33.273380063523916
Montenegro,Central and Eastern Europe,83,5.236999989,1.121129036,0.667464674,0.194989055,0.088174194,0.197911024,2017,1.3114137500000012,5.2919999978,6.267514961490378
Morocco,Middle East and Northern Africa,84,5.235000134,0.878114581,0.597710669,0.408158332,0.087763183,0.032209955,2017,1.1560974999999984,5.172200026800001,3.871012279658547
Azerbaijan,Central and Eastern Europe,85,5.234000206,1.153601766,0.540775776,0.398155838,0.180987507,0.04526934,2017,1.2462499999999992,5.2292000412,-0.05747159968291382
Dominican Republic,Latin America and Caribbean,86,5.230000019,1.079373837,0.574873745,0.552589834,0.113945253,0.18696785,2017,1.35189375,5.1994000038,10.678574336915664
Greece,Western Europe,87,5.227000237,1.289487481,0.810198903,0.095731251,0.043289777,0.0,2017,1.2126662499999985,5.1524000474,8.659292356843107
Lebanon,Middle East and Northern Africa,88,5.224999905,1.074987531,0.735081077,0.288515985,0.03751383,0.264450759,2017,1.27183875,5.149599981,7.405285640656116
Portugal,Western Europe,89,5.195000172,1.315175295,0.795843542,0.4984653,0.015869452,0.095102713,2017,1.3259800000000004,5.304600034400001,11.186678117371287
Bosnia and Herzegovina,Central and Eastern Europe,90,5.18200016,0.982409418,0.705186307,0.204403177,0.0,0.328867495,2017,1.2498950000000004,5.161800032,8.680061228936129
Honduras,Latin America and Caribbean,91,5.181000233,0.730573118,0.58256948,0.34807986,0.073345453,0.236188874,2017,1.20067,5.2408000466,20.800037642252768
Macedonia,Central and Eastern Europe,92,5.175000191,1.064577937,0.644948184,0.325905979,0.060277794,0.253760964,2017,1.3356537500000008,5.122000047749999,3.52453075588835
Somalia,Sub-Saharan Africa,93,5.151000023,0.022643184,0.113989137,0.602126956,0.282410324,0.291631311,2017,1.0672306250000003,5.06025000575,-14.896106018856432
Vietnam,Southeastern Asia,94,5.073999882,0.788547575,0.652168989,0.571055591,0.087633237,0.234968051,2017,1.308060000000001,5.154599976399999,-3.3390160350167712
Nigeria,Sub-Saharan Africa,95,5.073999882,0.783756256,0.05691573,0.394952565,0.026121566,0.230947196,2017,1.1158099999999984,5.1273999764,0.35213885012967405
Tajikistan,Central and Eastern Europe,96,5.040999889,0.524713635,0.529235125,0.471566707,0.146377146,0.248997644,2017,1.1251949999999995,5.097799977799999,13.577654588053623
Bhutan,Southern Asia,97,5.011000156,0.885416389,0.495879292,0.501537681,0.17338039,0.474054545,2017,1.2523500000000007,5.1248000312,-3.2286426299524873
Kyrgyzstan,Central and Eastern Europe,98,5.004000187,0.596220076,0.553457797,0.454943389,0.039439179,0.428580374,2017,1.1698074999999997,5.1734000374,-0.32995791130522667
Nepal,Southern Asia,99,4.961999893,0.479820192,0.504130781,0.440305948,0.072975546,0.394096166,2017,1.1034425000000003,4.8123999786,8.730416260326404
Mongolia,Eastern Asia,100,4.954999924,1.027235866,0.557783484,0.394143969,0.032902289,0.33846423,2017,1.3423537499999996,5.0291999848,8.208085535809776
South Africa,Sub-Saharan Africa,101,4.828999996,1.054698706,0.18708007,0.479246736,0.072509497,0.13936238,2017,1.3063037499999983,4.6751999992,2.138858126400246
Tunisia,Middle East and Northern Africa,102,4.804999828,1.007265806,0.613212049,0.28968069,0.086723149,0.049693357,2017,1.2357999999999991,4.7283999656,-5.585796739850886
Palestinian Territories,Middle East and Northern Africa,103,4.775000095,0.716249228,0.565666974,0.254711062,0.089282602,0.114173174,2017,1.1920650000000004,4.736600018999999,-0.3922103748041983
Egypt,Middle East and Northern Africa,104,4.735000134,0.989701807,0.520187259,0.282110155,0.114381365,0.128631443,2017,1.2313399999999992,4.3752000268,0.1578625760048311
Bulgaria,Central and Eastern Europe,105,4.714000225,1.161459088,0.70821768,0.289231718,0.011051531,0.113177694,2017,1.2018499999999996,4.618600044999999,17.98884604016331
Sierra Leone,Sub-Saharan Africa,106,4.709000111,0.368420929,0.005564754,0.318697691,0.071095176,0.293040901,2017,0.9108118750000004,4.5592000222,-2.8037628104985233
Cameroon,Sub-Saharan Africa,107,4.695000172,0.564305365,0.132892117,0.430388749,0.051306631,0.236298457,2017,0.919416875,4.6958000344,17.52180788469808
Iran,Middle East and Northern Africa,108,4.691999912,1.156873107,0.639333189,0.249322608,0.048761073,0.387242913,2017,1.043005,4.6891999824,-2.862078509044632
Albania,Central and Eastern Europe,109,4.644000053,0.996192753,0.731159747,0.381498635,0.039864216,0.201312944,2017,0.9596650000000008,4.712600010600001,-4.715365744988921
Bangladesh,Southern Asia,110,4.607999802,0.586682975,0.533241034,0.478356659,0.123717859,0.172255352,2017,0.9280650000000006,4.5801999604,-5.161844201212782
Namibia,Sub-Saharan Africa,111,4.573999882,0.964434326,0.338611811,0.520303547,0.093146972,0.077133745,2017,1.1735950000000006,4.5569999705,1.5507158312565434
Kenya,Sub-Saharan Africa,112,4.552999973,0.560479462,0.30998835,0.452763766,0.064641319,0.444860309,2017,0.9848450000000007,4.4493999946,2.200947408844112
Myanmar,Southeastern Asia,114,4.545000076,0.36711055,0.397522569,0.514492035,0.188816205,0.838075161,2017,1.0258025000000013,4.3830000152,1.4486901261661254
Senegal,Sub-Saharan Africa,115,4.534999847,0.479309022,0.409362853,0.377922267,0.115460448,0.183468893,2017,0.9516550000000016,4.3939999694,18.755123095415613
Zambia,Sub-Saharan Africa,116,4.513999939,0.636406779,0.257835895,0.461603492,0.07821355,0.249580145,2017,0.9457868750000008,4.5843999878,-21.575872570398978
Iraq,Middle East and Northern Africa,117,4.497000217,1.102710485,0.50118047,0.288555533,0.107215755,0.199637264,2017,0.9287775,4.5284000434,-5.223913560004148
Gabon,Sub-Saharan Africa,118,4.465000153,1.198210239,0.356578588,0.312328577,0.076046787,0.043785378,2017,1.1792350000000014,4.4078000306,21.54649919435824
Ethiopia,Sub-Saharan Africa,119,4.460000038,0.339233845,0.353409708,0.408842742,0.165455714,0.31265074,2017,0.9729600000000004,4.4232000076,-5.09105828672943
Sri Lanka,Southern Asia,120,4.440000057,1.009850144,0.625130832,0.561213255,0.073653966,0.490863562,2017,1.0803049999999994,4.3926000114,2.2875574512464856
Armenia,Central and Eastern Europe,121,4.375999928,0.900596738,0.637524426,0.198303267,0.026674422,0.083488092,2017,1.0957800000000004,4.3931999856,4.847986194851793
India,Southern Asia,122,4.315000057,0.792221248,0.455427617,0.469987005,0.092226885,0.231538489,2017,0.9367099999999992,4.297800011400001,-12.621207056940717
Mauritania,Sub-Saharan Africa,123,4.291999817,0.648457289,0.28534928,0.096098043,0.136957005,0.201870024,2017,0.8457775000000004,4.3549999634,1.4359485447700453
Georgia,Central and Eastern Europe,125,4.285999775,0.950612664,0.649546981,0.309410036,0.251666635,0.054008815,2017,1.014385000000001,4.338799955000001,5.136721437345068
Mali,Sub-Saharan Africa,127,4.190000057,0.476180494,0.169365674,0.306613743,0.104970247,0.183354199,2017,0.9003637499999999,4.2190000114,9.676904568531572
Ivory Coast,Sub-Saharan Africa,128,4.179999828,0.603048921,0.04864217,0.447706193,0.130061775,0.20123747,2017,0.8982287499999998,4.2731999656,31.473460492275407
Cambodia,Southeastern Asia,129,4.168000221,0.601765096,0.429783404,0.633375823,0.068105951,0.385922968,2017,1.0752500000000018,4.205400044199999,21.365560229046075
Sudan,Sub-Saharan Africa,130,4.138999939,0.659516692,0.290920824,0.014995855,0.08984752,0.182317451,2017,0.820480000000001,4.24174998475,-9.032967032967003
Ghana,Sub-Saharan Africa,131,4.119999886,0.667224824,0.295637727,0.423026294,0.02533637,0.256923944,2017,0.955076875,4.5363999772,8.959485700897762
Ukraine,Central and Eastern Europe,132,4.096000195,0.894651949,0.575903952,0.122974776,0.023029471,0.270061463,2017,0.935625,4.307200039,-7.147290818087813
Uganda,Sub-Saharan Africa,133,4.080999851,0.381430715,0.217632607,0.443185955,0.057069719,0.325766057,2017,0.858443750000001,4.020199970199999,6.895796082088521
Burkina Faso,Sub-Saharan Africa,134,4.032000065,0.350227714,0.215844259,0.324367851,0.120328106,0.250864685,2017,0.8068931250000009,4.0738000130000005,25.480514920016162
Niger,Sub-Saharan Africa,135,4.027999878,0.161925331,0.268505007,0.363658696,0.138572946,0.228673846,2017,0.8254168749999997,4.1045999756,19.262458946050153
Malawi,Sub-Saharan Africa,136,3.970000029,0.233442038,0.315089583,0.466914654,0.072711654,0.28717047,2017,0.8482443750000007,3.883000005800001,-22.22598386620934
Chad,Sub-Saharan Africa,137,3.936000109,0.438012987,0.041134715,0.162342027,0.053581882,0.21611385,2017,0.7911281250000008,4.0034000218,17.62798330968459
Zimbabwe,Sub-Saharan Africa,138,3.875,0.375846535,0.196763754,0.336384207,0.095375381,0.189143494,2017,0.7712950000000006,4.006600000000001,-22.1376845999129
Angola,Sub-Saharan Africa,140,3.795000076,0.85842818,0.049868666,0.0,0.069720335,0.09792649,2017,1.0880612500000009,3.872250019,-5.977361661112177
Afghanistan,Southern Asia,141,3.79399991,0.401477218,0.180746779,0.10617952,0.06115783,0.311870933,2017,0.7283868750000011,3.512799982,-9.178893605679422
Botswana,Sub-Saharan Africa,142,3.766000032,1.122094154,0.341755509,0.505196333,0.098583199,0.099348448,2017,1.1351050000000011,3.8300000064,-21.01272154564586
Benin,Sub-Saharan Africa,143,3.657000065,0.431085408,0.209930211,0.425962776,0.060929015,0.207948461,2017,0.7898987500000006,3.901000013,40.43020312129954
Madagascar,Sub-Saharan Africa,144,3.644000053,0.305808693,0.375223309,0.189196765,0.067231975,0.20873253,2017,0.8141762500000008,3.7454000106,6.78063258600775
Haiti,Latin America and Caribbean,145,3.602999926,0.368610263,0.27732113,0.030369857,0.09987215,0.489203781,2017,0.7024025000000016,4.3435999852,11.395469702512983
Yemen,Middle East and Northern Africa,146,3.592999935,0.591683447,0.310080916,0.249463722,0.056767423,0.104125209,2017,1.0632456250000013,3.625799987,-18.054884747125417
South Sudan,Sub-Saharan Africa,147,3.59100008,0.397248626,0.163486004,0.147062436,0.116793513,0.285670817,2017,0.7452687500000011,3.38250002,-27.997010930495744
Liberia,Sub-Saharan Africa,148,3.532999992,0.119041793,0.229918197,0.332881182,0.038948249,0.266549885,2017,0.664268750000001,3.8391999984,-10.560194922187112
Guinea,Sub-Saharan Africa,149,3.506999969,0.24454993,0.194129139,0.348587513,0.110937618,0.264815092,2017,0.6920262500000013,3.853599993800001,23.297845960753264
Togo,Sub-Saharan Africa,150,3.494999886,0.305444717,0.247105569,0.380426139,0.095665015,0.196896151,2017,0.7842531250000009,3.5441999772000004,38.727819161765915
Rwanda,Sub-Saharan Africa,151,3.470999956,0.368745893,0.326424807,0.581843853,0.455220014,0.252756029,2017,0.8862275000000008,3.4385999912000003,-3.795177054060043
Syria,Middle East and Northern Africa,152,3.461999893,0.777153134,0.500533342,0.081539445,0.151347131,0.493663728,2017,0.6577950000000016,3.2921999786,14.901282083251656
Tanzania,Sub-Saharan Africa,153,3.348999977,0.511135876,0.364509284,0.390017778,0.066035107,0.354256362,2017,0.8706031250000015,3.4659999954,-15.241930942543165
Burundi,Sub-Saharan Africa,154,2.904999971,0.091622569,0.151610792,0.059900753,0.084147945,0.204435185,2017,0.5638418750000007,3.0789999942,29.94836488812394
Finland,Western Europe,1,7.632,1.305,0.874,0.681,0.393,0.202,2018,1.592,7.5377999726,4.827374739206791
Norway,Western Europe,2,7.594,1.456,0.861,0.686,0.34,0.286,2018,1.582,7.541000035800001,0.43061206168481314
Denmark,Western Europe,3,7.555,1.351,0.868,0.683,0.408,0.284,2018,1.59,7.545999967199999,0.9679105620151127
Iceland,Western Europe,4,7.495,1.343,0.914,0.677,0.138,0.353,2018,1.644,7.5110000374,-0.8868294181755423
Switzerland,Western Europe,5,7.487,1.42,0.927,0.66,0.357,0.256,2018,1.549,7.511399991600001,-1.414738076535612
Netherlands,Western Europe,6,7.441,1.361,0.878,0.638,0.295,0.333,2018,1.488,7.404599971000001,1.4883800569728276
Canada,North America,7,7.328,1.33,0.896,0.653,0.291,0.3206249999999999,2018,1.532,7.350599997000001,-2.0165179763772643
New Zealand,Australia and New Zealand,8,7.324,1.268,0.876,0.669,0.389,0.365,2018,1.601,7.313000026,0.29070569699696414
Sweden,Western Europe,9,7.314,1.355,0.913,0.659,0.383,0.285,2018,1.501,7.319199983999999,-0.27895636575101235
Australia,Australia and New Zealand,10,7.272,1.34,0.91,0.647,0.302,0.361,2018,1.573,7.276199984,-0.7682263370615564
United Kingdom,Western Europe,11,7.19,1.244,0.888,0.464,0.082,0.262,2018,1.433,6.910000044999999,2.966717595732796
Austria,Western Europe,12,7.139,1.341,0.891,0.617,0.224,0.242,2018,1.504,7.142000008399999,0.684880572149412
Costa Rica,Latin America and Caribbean,13,7.072,1.01,0.817,0.632,0.101,0.143,2018,1.459,7.1261999992,-0.7920501633942385
Ireland,Western Europe,14,6.977,1.448,0.876,0.614,0.306,0.307,2018,1.583,6.9644000474,1.1686038558590448
Germany,Western Europe,15,6.965,1.34,0.861,0.586,0.28,0.273,2018,1.474,6.9290000428,3.488561998066178
Belgium,Western Europe,16,6.927,1.324,0.894,0.583,0.24,0.188,2018,1.483,6.9213999588,-0.199067787334539
Luxembourg,Western Europe,17,6.91,1.5369999999999997,0.896,0.632,0.321,0.196,2018,1.52,6.9359999832,2.09356260883348
United States,North America,18,6.886,1.398,0.819,0.547,0.133,0.291,2018,1.471,6.9988000062,-3.2161719668015274
Israel,Middle East and Northern Africa,19,6.814,1.301,0.883,0.533,0.222,0.354,2018,1.559,7.1421999642000005,-1.6563126182441028
Czech Republic,Central and Eastern Europe,21,6.711,1.233,0.854,0.543,0.034,0.064,2018,1.489,6.654600041200001,5.240391147684298
Malta,Western Europe,22,6.627,1.27,0.884,0.645,0.142,0.376,2018,1.525,6.53399999,6.578539813018188
France,Western Europe,23,6.489,1.293,0.908,0.52,0.176,0.098,2018,1.466,6.5151999824,0.28587644225496534
Mexico,Latin America and Caribbean,24,6.488,1.038,0.761,0.479,0.095,0.069,2018,1.252,6.7252000138,-8.360552110223889
Chile,Latin America and Caribbean,25,6.476,1.131,0.808,0.431,0.061,0.197,2018,1.331,6.58939999,-3.4056702533070733
Taiwan,Eastern Asia,26,6.441,1.365,0.857,0.418,0.078,0.151,2018,1.436,6.391,2.3356894515782103
Panama,Latin America and Caribbean,27,6.43,1.112,0.759,0.597,0.063,0.125,2018,1.438,6.5380000282,-7.004600606895986
Brazil,Latin America and Caribbean,28,6.419,0.986,0.675,0.493,0.088,0.11,2018,1.474,6.657800045799999,-10.113108982588585
Argentina,Latin America and Caribbean,29,6.388,1.073,0.744,0.57,0.054,0.062,2018,1.468,6.4593999954,-7.535916374032673
Guatemala,Latin America and Caribbean,30,6.382,0.781,0.608,0.604,0.071,0.179,2018,1.268,6.3437999992,5.06890803586106
Uruguay,Latin America and Caribbean,31,6.379,1.093,0.771,0.625,0.155,0.13,2018,1.459,6.4311999992,-2.9754060326768457
Qatar,Middle East and Northern Africa,32,6.374,1.649,0.748,0.654,0.171,0.256,2018,1.303,6.4218,-3.58549417044083
Saudi Arabia,Middle East and Northern Africa,33,6.371,1.379,0.633,0.509,0.127,0.098,2018,1.331,6.375999972600001,-0.5594339360360984
Singapore,Southeastern Asia,34,6.343,1.529,1.008,0.631,0.3702499999999999,0.261,2018,1.451,6.542800005399999,-8.107492675948372
Malaysia,Southeastern Asia,35,6.322,1.161,0.669,0.412125,0.059,0.311,2018,1.258,5.9040000222,-6.248616266638264
Spain,Western Europe,36,6.31,1.251,0.965,0.449,0.074,0.142,2018,1.538,6.3513999756,0.4107442995165609
Colombia,Latin America and Caribbean,37,6.26,0.96,0.635,0.531,0.039,0.099,2018,1.439,6.3399999748,-5.533954499713408
Slovakia,Central and Eastern Europe,39,6.173,1.21,0.776,0.354,0.014,0.118,2018,1.537,6.10840001,3.3484435922217837
El Salvador,Latin America and Caribbean,40,6.167,0.806,0.639,0.461,0.082,0.065,2018,1.231,6.1241999566,2.0438743083590527
Nicaragua,Latin America and Caribbean,41,6.141,0.668,0.7,0.527,0.128,0.208,2018,1.319,6.0274000198,4.6992247657062025
Poland,Central and Eastern Europe,42,6.123,1.176,0.781,0.546,0.064,0.108,2018,1.448,5.98080001,6.599719046673764
Bahrain,Middle East and Northern Africa,43,6.105,1.338,0.698,0.594,0.123,0.243,2018,1.366,6.113799978600001,4.057506067690395
Uzbekistan,Central and Eastern Europe,44,6.096,0.719,0.605,0.7180000000000001,0.1699999999999999,0.328,2018,1.584,6.046200039,2.839200066113878
Kuwait,Middle East and Northern Africa,45,6.083,1.474,0.675,0.554,0.106,0.167,2018,1.301,6.1486000038,-4.416969306113602
Thailand,Southeastern Asia,46,6.072,1.016,0.707,0.637,0.029,0.364,2018,1.417,6.2865999572,-7.011445237723424
Italy,Western Europe,47,6.0,1.264,0.946,0.281,0.028,0.137,2018,1.501,6.022400045,4.590346791109786
Ecuador,Latin America and Caribbean,48,5.973,0.889,0.736,0.556,0.12,0.114,2018,1.33,5.9919999794,0.8904653386405489
Lithuania,Central and Eastern Europe,50,5.952,1.197,0.716,0.35,0.006,0.026,2018,1.527,5.929799990000001,5.345156629423714
Slovenia,Central and Eastern Europe,51,5.948,1.219,0.856,0.633,0.051,0.16,2018,1.506,5.8879999794,4.616501111283052
Romania,Central and Eastern Europe,52,5.945,1.116,0.726,0.528,0.001,0.088,2018,1.219,5.6983999618,17.419806558520683
Latvia,Central and Eastern Europe,53,5.933,1.148,0.671,0.363,0.066,0.092,2018,1.454,5.676199981,15.81499225458826
Japan,Eastern Asia,54,5.915,1.294,0.988,0.553,0.15,0.079,2018,1.462,5.9258000152,-1.6940159578580205
Mauritius,Sub-Saharan Africa,66,5.891,1.013375,0.684,0.584,0.05,0.245,2018,1.387,5.706600037399999,7.389287522634361
Jamaica,Latin America and Caribbean,56,5.89,0.819,0.693,0.575,0.031,0.096,2018,1.493,5.661999974,3.8045625286977147
South Korea,Eastern Asia,57,5.875,1.266,0.955,0.244,0.051,0.175,2018,1.204,5.8853999642,-1.4643551391803888
Russia,Central and Eastern Europe,59,5.81,1.151,0.599,0.399,0.025,0.065,2018,1.479,5.798599964199999,-1.0776677329263085
Kazakhstan,Central and Eastern Europe,60,5.79,1.143,0.631,0.454,0.121,0.148,2018,1.516,5.838399953400001,-0.7666071214293976
Cyprus,Western Europe,55,5.762,1.229,0.909,0.423,0.035,0.202,2018,1.3587500000000003,5.7327999626,6.275997863370636
Bolivia,Latin America and Caribbean,62,5.752,0.751,0.508,0.606,0.054,0.141,2018,1.223,5.813199990799999,-1.8872237505200702
Estonia,Central and Eastern Europe,63,5.739,1.2,0.737,0.553,0.1699999999999999,0.086,2018,1.532,5.637800012200001,8.289376811204978
Paraguay,Latin America and Caribbean,64,5.681,0.835,0.615,0.541,0.074,0.162,2018,1.522,5.666600006200001,-2.0829531745682726
Peru,Latin America and Caribbean,65,5.663,0.934,0.674,0.53,0.034,0.092,2018,1.249,5.7284000306,-2.187844530482877
Kosovo,Central and Eastern Europe,66,5.662,0.855,0.578,0.448,0.023,0.274,2018,1.23,5.606199961,9.36835354393952
Moldova,Central and Eastern Europe,67,5.64,0.657,0.62,0.232,0.0,0.171,2018,1.301,5.7585999642,-6.224319875808209
Turkmenistan,Central and Eastern Europe,68,5.636,1.016,0.517,0.417,0.037,0.199,2018,1.533,5.582200005399999,-5.215589403869181
Hungary,Central and Eastern Europe,69,5.62,1.171,0.732,0.259,0.022,0.061,2018,1.401,5.3293999764,18.681851515106626
Libya,Middle East and Northern Africa,70,5.566,0.985,0.553,0.496,0.148,0.116,2018,1.35,5.597000018999999,-4.01309407596069
Philippines,Southeastern Asia,71,5.524,0.775,0.513,0.643,0.105,0.12,2018,1.312,5.3873999656,10.589229332278977
Honduras,Latin America and Caribbean,72,5.504,0.62,0.622,0.459,0.074,0.197,2018,1.205,5.2408000466,20.800037642252768
Belarus,Central and Eastern Europe,73,5.483,1.039,0.7,0.307,0.154,0.101,2018,1.498,5.5979999534000005,-8.667460938910219
Turkey,Middle East and Northern Africa,74,5.483,1.148,0.686,0.324,0.109,0.106,2018,1.38,5.4154,0.8134767056934606
Pakistan,Southern Asia,75,5.472,0.652,0.424,0.334,0.113,0.216,2018,0.81,5.3440000106,8.636311533704056
Hong Kong,Eastern Asia,76,5.43,1.405,1.03,0.524,0.274125,0.246,2018,1.29,5.448,-0.80529925737084
Portugal,Western Europe,55,5.41,1.188,0.884,0.562,0.017,0.055,2018,1.429,5.304600034400001,11.186678117371287
Serbia,Central and Eastern Europe,78,5.398,0.975,0.685,0.288,0.043,0.134,2018,1.369,5.3391999962,9.11831273552648
Greece,Western Europe,55,5.358,1.154,0.879,0.229125,0.044,0.0,2018,1.3587500000000003,5.1524000474,8.659292356843107
Lebanon,Middle East and Northern Africa,80,5.358,0.965,0.785,0.503,0.136,0.214,2018,1.179,5.149599981,7.405285640656116
Montenegro,Central and Eastern Europe,81,5.347,1.017,0.729,0.259,0.081,0.111,2018,1.279,5.2919999978,6.267514961490378
Croatia,Central and Eastern Europe,82,5.321,1.115,0.737,0.38,0.039,0.12,2018,1.161,5.4586000442,-5.643810623620828
Dominican Republic,Latin America and Caribbean,83,5.302,0.982,0.614,0.578,0.106,0.12,2018,1.441,5.1994000038,10.678574336915664
Algeria,Middle East and Northern Africa,84,5.295,0.979,0.687,0.077,0.135,0.055,2018,1.154,5.6676000434,-5.632101272908041
