Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,year,Social support,Average Happiness,HappinessGrowth
Morocco,Middle East and Northern Africa,85,5.254,0.779,0.669,0.46,0.074,0.026,2018,0.797,5.172200026800001,3.871012279658547
China,Eastern Asia,86,5.246,0.989,0.799,0.597,0.103,0.029,2018,1.142,5.2189999526,1.0161829407368437
Azerbaijan,Central and Eastern Europe,87,5.201,1.024,0.603,0.43,0.1699999999999999,0.031,2018,1.161,5.2292000412,-0.05747159968291382
Tajikistan,Central and Eastern Europe,88,5.199,0.474,0.598,0.292,0.034,0.187,2018,1.166,5.097799977799999,13.577654588053623
Macedonia,Central and Eastern Europe,89,5.185,0.959,0.691,0.394,0.052,0.173,2018,1.239,5.122000047749999,3.52453075588835
Jordan,Middle East and Northern Africa,90,5.161,0.822,0.645,0.468,0.134,0.13,2018,1.265,5.1795999932,-5.460319406916963
Nigeria,Sub-Saharan Africa,91,5.155,0.689,0.048,0.462,0.032,0.201,2018,1.172,5.1273999764,0.35213885012967405
Kyrgyzstan,Central and Eastern Europe,92,5.131,0.53,0.594,0.54,0.035,0.281,2018,1.416,5.1734000374,-0.32995791130522667
Bosnia and Herzegovina,Central and Eastern Europe,93,5.129,0.915,0.758,0.28,0.0,0.216,2018,1.078,5.161800032,8.680061228936129
Mongolia,Eastern Asia,94,5.125,0.914,0.575,0.395,0.032,0.253,2018,1.517,5.0291999848,8.208085535809776
Vietnam,Southeastern Asia,95,5.103,0.715,0.702,0.618,0.079,0.177,2018,1.365,5.154599976399999,-3.3390160350167712
Indonesia,Southeastern Asia,96,5.093,0.899,0.522,0.538,0.018,0.484,2018,1.215,5.2520000168,-3.82077490434271
Bhutan,Southern Asia,97,5.082,0.796,0.527,0.541,0.171,0.364,2018,1.335,5.1248000312,-3.2286426299524873
Somalia,Sub-Saharan Africa,98,4.982,0.0,0.115,0.674,0.166875,0.238,2018,0.712,5.06025000575,-14.896106018856432
Cameroon,Sub-Saharan Africa,99,4.975,0.535,0.182,0.454,0.043,0.183,2018,0.891,4.6958000344,17.52180788469808
Bulgaria,Central and Eastern Europe,100,4.933,1.054,0.712,0.359,0.009,0.064,2018,1.515,4.618600044999999,17.98884604016331
Nepal,Southern Asia,101,4.88,0.425,0.539,0.526,0.078,0.302,2018,1.228,4.8123999786,8.730416260326404
Venezuela,Latin America and Caribbean,102,4.806,0.996,0.657,0.3035,0.052,0.056,2018,1.469,5.5469,-33.273380063523916
Gabon,Sub-Saharan Africa,103,4.758,1.013375,0.404,0.356,0.052,0.0376249999999999,2018,1.164,4.4078000306,21.54649919435824
Palestinian Territories,Middle East and Northern Africa,104,4.743,0.642,0.602,0.266,0.076,0.086,2018,1.217,4.736600018999999,-0.3922103748041983
South Africa,Sub-Saharan Africa,105,4.724,0.94,0.33,0.516,0.056,0.103,2018,1.41,4.6751999992,2.138858126400246
Iran,Middle East and Northern Africa,106,4.707,1.059,0.691,0.459,0.129,0.282,2018,0.771,4.6891999824,-2.862078509044632
Ivory Coast,Sub-Saharan Africa,107,4.671,0.541,0.08,0.467,0.103,0.146,2018,0.872,4.2731999656,31.473460492275407
Ghana,Sub-Saharan Africa,108,4.657,0.592,0.337,0.499,0.029,0.212,2018,0.896,4.5363999772,8.959485700897762
Senegal,Sub-Saharan Africa,109,4.631,0.429,0.433,0.406,0.082,0.138,2018,1.117,4.3939999694,18.755123095415613
Laos,Southeastern Asia,110,4.623,0.72,0.441,0.626,0.174,0.23,2018,1.034,4.79275,-1.446520473922432
Tunisia,Middle East and Northern Africa,111,4.592,0.9,0.69,0.271,0.063,0.04,2018,0.906,4.7283999656,-5.585796739850886
Albania,Central and Eastern Europe,112,4.586,0.916,0.79,0.419,0.032,0.149,2018,0.817,4.712600010600001,-4.715365744988921
Sierra Leone,Sub-Saharan Africa,113,4.571,0.256,0.0,0.355,0.053,0.238,2018,0.813,4.5592000222,-2.8037628104985233
Bangladesh,Southern Asia,115,4.5,0.532,0.579,0.58,0.144,0.153,2018,0.85,4.5801999604,-5.161844201212782
Sri Lanka,Southern Asia,116,4.471,0.918,0.672,0.585,0.05,0.307,2018,1.314,4.3926000114,2.2875574512464856
Iraq,Middle East and Northern Africa,117,4.456,1.01,0.536,0.304,0.095,0.148,2018,0.971,4.5284000434,-5.223913560004148
Mali,Sub-Saharan Africa,118,4.447,0.37,0.152,0.367,0.056,0.139,2018,1.233,4.2190000114,9.676904568531572
Namibia,Sub-Saharan Africa,119,4.441,0.874,0.365,0.519,0.064,0.051,2018,1.281,4.5569999705,1.5507158312565434
Cambodia,Southeastern Asia,120,4.433,0.549,0.457,0.696,0.065,0.256,2018,1.088,4.205400044199999,21.365560229046075
Burkina Faso,Sub-Saharan Africa,121,4.424,0.314,0.254,0.312,0.128,0.175,2018,1.097,4.0738000130000005,25.480514920016162
Egypt,Middle East and Northern Africa,122,4.419,0.885,0.553,0.312,0.107,0.092,2018,1.025,4.3752000268,0.1578625760048311
Kenya,Sub-Saharan Africa,124,4.41,0.493,0.454,0.504,0.055,0.328625,2018,1.048,4.4493999946,2.200947408844112
Zambia,Sub-Saharan Africa,125,4.377,0.562,0.295,0.503,0.082,0.221,2018,1.047,4.5843999878,-21.575872570398978
Mauritania,Sub-Saharan Africa,126,4.356,0.557,0.292,0.129,0.093,0.134,2018,1.245,4.3549999634,1.4359485447700453
Ethiopia,Sub-Saharan Africa,127,4.35,0.308,0.391,0.452,0.146,0.22,2018,0.95,4.4232000076,-5.09105828672943
Georgia,Central and Eastern Europe,128,4.34,0.853,0.643,0.375,0.1699999999999999,0.038,2018,0.816,4.338799955000001,5.136721437345068
Armenia,Central and Eastern Europe,129,4.321,0.816,0.666,0.26,0.028,0.077,2018,0.99,4.3931999856,4.847986194851793
Myanmar,Southeastern Asia,130,4.308,0.682,0.429,0.58,0.178,0.5611250000000001,2018,1.174,4.3830000152,1.4486901261661254
Chad,Sub-Saharan Africa,131,4.301,0.358,0.053,0.189,0.06,0.181,2018,0.907,4.0034000218,17.62798330968459
India,Southern Asia,133,4.19,0.721,0.485,0.539,0.093,0.172,2018,0.747,4.297800011400001,-12.621207056940717
Niger,Sub-Saharan Africa,134,4.166,0.131,0.221,0.39,0.099,0.175,2018,0.867,4.1045999756,19.262458946050153
Uganda,Sub-Saharan Africa,135,4.161,0.322,0.237,0.45,0.061,0.259,2018,1.09,4.020199970199999,6.895796082088521
Benin,Sub-Saharan Africa,136,4.141,0.378,0.24,0.44,0.067,0.163,2018,0.372,3.901000013,40.43020312129954
Sudan,Sub-Saharan Africa,137,4.139,0.605,0.312,0.082875,0.082,0.134,2018,1.24,4.24174998475,-9.032967032967003
Ukraine,Central and Eastern Europe,138,4.103,0.793,0.609,0.163,0.011,0.187,2018,1.413,4.307200039,-7.147290818087813
Togo,Sub-Saharan Africa,139,3.999,0.259,0.253,0.434,0.101,0.158,2018,0.474,3.5441999772000004,38.727819161765915
Guinea,Sub-Saharan Africa,140,3.964,0.344,0.211,0.394,0.094,0.185,2018,0.792,3.853599993800001,23.297845960753264
Angola,Sub-Saharan Africa,142,3.795,0.73,0.269,0.082875,0.061,0.079,2018,1.125,3.872250019,-5.977361661112177
Madagascar,Sub-Saharan Africa,143,3.774,0.262,0.402,0.221,0.049,0.155,2018,0.908,3.7454000106,6.78063258600775
Zimbabwe,Sub-Saharan Africa,144,3.692,0.357,0.248,0.406,0.099,0.132,2018,1.094,4.006600000000001,-22.1376845999129
Afghanistan,Southern Asia,145,3.632,0.332,0.25625,0.096625,0.036,0.191,2018,0.537,3.512799982,-9.178893605679422
Botswana,Sub-Saharan Africa,146,3.59,1.013375,0.417,0.557,0.092,0.042,2018,1.174,3.8300000064,-21.01272154564586
Malawi,Sub-Saharan Africa,147,3.587,0.186,0.306,0.531,0.08,0.21,2018,0.541,3.883000005800001,-22.22598386620934
Haiti,Latin America and Caribbean,112,4.784500000000001,0.449,0.3960000000000001,0.3035,0.104,0.3035,2018,0.967,4.3435999852,11.395469702512983
Liberia,Sub-Saharan Africa,149,3.495,0.076,0.267,0.419,0.03,0.206,2018,0.858,3.8391999984,-10.560194922187112
Syria,Middle East and Northern Africa,150,3.462,0.689,0.539,0.088,0.144,0.376,2018,0.5215000000000001,3.2921999786,14.901282083251656
Rwanda,Sub-Saharan Africa,151,3.408,0.332,0.4,0.636,0.166875,0.2,2018,0.896,3.4385999912000003,-3.795177054060043
Yemen,Middle East and Northern Africa,152,3.355,0.442,0.3704999999999999,0.244,0.064,0.083,2018,1.073,3.625799987,-18.054884747125417
Tanzania,Sub-Saharan Africa,153,3.303,0.455,0.381,0.481,0.097,0.27,2018,0.991,3.4659999954,-15.241930942543165
South Sudan,Sub-Saharan Africa,154,3.254,0.337,0.177,0.112,0.106,0.224,2018,0.608,3.38250002,-27.997010930495744
Burundi,Sub-Saharan Africa,156,2.905,0.091,0.145,0.082875,0.076,0.149,2018,0.627,3.0789999942,29.94836488812394
Finland,Western Europe,1,7.769,1.34,0.986,0.596,0.393,0.153,2019,1.587,7.5377999726,4.827374739206791
Denmark,Western Europe,2,7.6,1.383,0.996,0.592,0.41,0.252,2019,1.573,7.545999967199999,0.9679105620151127
Norway,Western Europe,3,7.554,1.488,1.028,0.603,0.341,0.271,2019,1.582,7.541000035800001,0.43061206168481314
Iceland,Western Europe,4,7.494,1.38,1.026,0.591,0.118,0.354,2019,1.624,7.5110000374,-0.8868294181755423
Netherlands,Western Europe,5,7.488,1.396,0.999,0.557,0.298,0.322,2019,1.522,7.404599971000001,1.4883800569728276
Switzerland,Western Europe,6,7.48,1.452,1.052,0.572,0.343,0.263,2019,1.526,7.511399991600001,-1.414738076535612
Sweden,Western Europe,7,7.343,1.387,1.009,0.574,0.373,0.267,2019,1.487,7.319199983999999,-0.27895636575101235
New Zealand,Australia and New Zealand,8,7.307,1.303,1.026,0.585,0.38,0.33,2019,1.557,7.313000026,0.29070569699696414
Canada,North America,9,7.278,1.365,1.039,0.584,0.308,0.285,2019,1.505,7.350599997000001,-2.0165179763772643
Austria,Western Europe,10,7.246,1.376,1.016,0.532,0.226,0.244,2019,1.475,7.142000008399999,0.684880572149412
Australia,Australia and New Zealand,11,7.228,1.372,1.036,0.557,0.29,0.332,2019,1.548,7.276199984,-0.7682263370615564
Costa Rica,Latin America and Caribbean,12,7.167,1.034,0.963,0.558,0.093,0.144,2019,1.441,7.1261999992,-0.7920501633942385
Israel,Middle East and Northern Africa,13,7.139,1.276,1.029,0.371,0.082,0.261,2019,1.455,7.1421999642000005,-1.6563126182441028
Luxembourg,Western Europe,14,7.09,1.5369999999999997,1.012,0.526,0.316,0.194,2019,1.479,6.9359999832,2.09356260883348
United Kingdom,Western Europe,15,7.054,1.333,0.996,0.45,0.278,0.348,2019,1.538,6.910000044999999,2.966717595732796
Ireland,Western Europe,16,7.021,1.499,0.999,0.516,0.31,0.298,2019,1.553,6.9644000474,1.1686038558590448
Germany,Western Europe,17,6.985,1.373,0.987,0.495,0.265,0.261,2019,1.454,6.9290000428,3.488561998066178
Belgium,Western Europe,18,6.923,1.356,0.986,0.473,0.21,0.16,2019,1.504,6.9213999588,-0.199067787334539
United States,North America,19,6.892,1.433,0.874,0.454,0.128,0.28,2019,1.457,6.9988000062,-3.2161719668015274
Czech Republic,Central and Eastern Europe,20,6.852,1.269,0.92,0.457,0.036,0.046,2019,1.487,6.654600041200001,5.240391147684298
United Arab Emirates,Middle East and Northern Africa,21,6.825,1.503,0.825,0.598,0.182,0.262,2019,1.31,6.736749940749999,-0.9494479369855102
Malta,Western Europe,22,6.726,1.3,0.999,0.564,0.151,0.375,2019,1.52,6.53399999,6.578539813018188
Mexico,Latin America and Caribbean,23,6.595,1.07,0.861,0.433,0.073,0.074,2019,1.323,6.7252000138,-8.360552110223889
France,Western Europe,24,6.592,1.324,1.045,0.436,0.183,0.111,2019,1.472,6.5151999824,0.28587644225496534
Taiwan,Eastern Asia,25,6.446,1.368,0.914,0.351,0.097,0.242,2019,1.43,6.391,2.3356894515782103
Chile,Latin America and Caribbean,26,6.444,1.159,0.92,0.357,0.056,0.187,2019,1.369,6.58939999,-3.4056702533070733
Guatemala,Latin America and Caribbean,27,6.436,0.8,0.746,0.535,0.078,0.175,2019,1.269,6.3437999992,5.06890803586106
Saudi Arabia,Middle East and Northern Africa,28,6.375,1.403,0.795,0.439,0.132,0.08,2019,1.357,6.375999972600001,-0.5594339360360984
Qatar,Middle East and Northern Africa,29,6.374,1.684,0.871,0.555,0.167,0.22,2019,1.313,6.4218,-3.58549417044083
Spain,Western Europe,30,6.354,1.286,1.062,0.362,0.079,0.153,2019,1.484,6.3513999756,0.4107442995165609
Panama,Latin America and Caribbean,31,6.321,1.149,0.91,0.516,0.054,0.109,2019,1.442,6.5380000282,-7.004600606895986
Brazil,Latin America and Caribbean,32,6.3,1.004,0.802,0.39,0.086,0.099,2019,1.439,6.657800045799999,-10.113108982588585
Uruguay,Latin America and Caribbean,33,6.293,1.124,0.891,0.523,0.15,0.127,2019,1.465,6.4311999992,-2.9754060326768457
Singapore,Southeastern Asia,34,6.262,1.5293750000000004,1.141,0.556,0.3702499999999999,0.271,2019,1.463,6.542800005399999,-8.107492675948372
El Salvador,Latin America and Caribbean,35,6.253,0.794,0.789,0.43,0.074,0.093,2019,1.242,6.1241999566,2.0438743083590527
Italy,Western Europe,36,6.223,1.294,1.039,0.231,0.03,0.158,2019,1.488,6.022400045,4.590346791109786
Bahrain,Middle East and Northern Africa,37,6.199,1.362,0.871,0.536,0.11,0.255,2019,1.368,6.113799978600001,4.057506067690395
Slovakia,Central and Eastern Europe,38,6.198,1.246,0.881,0.334,0.014,0.121,2019,1.504,6.10840001,3.3484435922217837
Poland,Central and Eastern Europe,40,6.182,1.206,0.884,0.483,0.05,0.117,2019,1.438,5.98080001,6.599719046673764
Uzbekistan,Central and Eastern Europe,41,6.174,0.745,0.756,0.631,0.1699999999999999,0.322,2019,1.529,6.046200039,2.839200066113878
Lithuania,Central and Eastern Europe,42,6.149,1.238,0.818,0.291,0.042,0.043,2019,1.515,5.929799990000001,5.345156629423714
Colombia,Latin America and Caribbean,43,6.125,0.985,0.841,0.47,0.034,0.099,2019,1.41,6.3399999748,-5.533954499713408
Slovenia,Central and Eastern Europe,44,6.118,1.258,0.953,0.564,0.057,0.144,2019,1.523,5.8879999794,4.616501111283052
Nicaragua,Latin America and Caribbean,45,6.105,0.694,0.835,0.435,0.127,0.2,2019,1.325,6.0274000198,4.6992247657062025
Kosovo,Central and Eastern Europe,46,6.1,0.882,0.758,0.489,0.006,0.262,2019,1.232,5.606199961,9.36835354393952
Argentina,Latin America and Caribbean,47,6.086,1.092,0.881,0.471,0.05,0.066,2019,1.432,6.4593999954,-7.535916374032673
Romania,Central and Eastern Europe,48,6.07,1.162,0.825,0.462,0.005,0.083,2019,1.232,5.6983999618,17.419806558520683
Cyprus,Western Europe,49,6.046,1.263,1.042,0.406,0.041,0.19,2019,1.3587500000000003,5.7327999626,6.275997863370636
Ecuador,Latin America and Caribbean,50,6.028,0.912,0.868,0.498,0.087,0.126,2019,1.312,5.9919999794,0.8904653386405489
Kuwait,Middle East and Northern Africa,51,6.021,1.5,0.808,0.493,0.097,0.142,2019,1.319,6.1486000038,-4.416969306113602
Thailand,Southeastern Asia,52,6.008,1.05,0.828,0.557,0.028,0.359,2019,1.409,6.2865999572,-7.011445237723424
Latvia,Central and Eastern Europe,53,5.94,1.187,0.812,0.264,0.064,0.075,2019,1.465,5.676199981,15.81499225458826
South Korea,Eastern Asia,54,5.895,1.301,1.036,0.159,0.056,0.175,2019,1.219,5.8853999642,-1.4643551391803888
Estonia,Central and Eastern Europe,55,5.893,1.237,0.874,0.495,0.161,0.103,2019,1.528,5.637800012200001,8.289376811204978
Jamaica,Latin America and Caribbean,56,5.89,0.831,0.831,0.49,0.028,0.107,2019,1.478,5.661999974,3.8045625286977147
Mauritius,Sub-Saharan Africa,66,5.888,1.013375,0.751375,0.498,0.06,0.215,2019,1.402,5.706600037399999,7.389287522634361
Japan,Eastern Asia,58,5.886,1.327,1.088,0.445,0.14,0.069,2019,1.419,5.9258000152,-1.6940159578580205
Honduras,Latin America and Caribbean,59,5.86,0.642,0.828,0.507,0.078,0.246,2019,1.236,5.2408000466,20.800037642252768
Kazakhstan,Central and Eastern Europe,60,5.809,1.173,0.729,0.41,0.096,0.146,2019,1.508,5.838399953400001,-0.7666071214293976
Bolivia,Latin America and Caribbean,61,5.779,0.776,0.706,0.511,0.064,0.137,2019,1.209,5.813199990799999,-1.8872237505200702
Hungary,Central and Eastern Europe,62,5.758,1.201,0.828,0.199,0.02,0.081,2019,1.41,5.3293999764,18.681851515106626
Paraguay,Latin America and Caribbean,63,5.743,0.855,0.777,0.514,0.08,0.184,2019,1.475,5.666600006200001,-2.0829531745682726
Peru,Latin America and Caribbean,65,5.697,0.96,0.854,0.455,0.027,0.083,2019,1.274,5.7284000306,-2.187844530482877
Portugal,Western Europe,55,5.693,1.221,0.999,0.508,0.025,0.047,2019,1.431,5.304600034400001,11.186678117371287
Pakistan,Southern Asia,67,5.653,0.677,0.535,0.313,0.098,0.22,2019,0.886,5.3440000106,8.636311533704056
Russia,Central and Eastern Europe,68,5.648,1.183,0.726,0.334,0.031,0.082,2019,1.452,5.798599964199999,-1.0776677329263085
Philippines,Southeastern Asia,69,5.631,0.807,0.657,0.558,0.107,0.117,2019,1.293,5.3873999656,10.589229332278977
Serbia,Central and Eastern Europe,70,5.603,1.004,0.854,0.282,0.039,0.137,2019,1.383,5.3391999962,9.11831273552648
Moldova,Central and Eastern Europe,71,5.529,0.685,0.739,0.245,0.0,0.181,2019,1.328,5.7585999642,-6.224319875808209
Libya,Middle East and Northern Africa,72,5.525,1.044,0.673,0.416,0.152,0.133,2019,1.303,5.597000018999999,-4.01309407596069
Montenegro,Central and Eastern Europe,73,5.523,1.051,0.871,0.197,0.08,0.142,2019,1.361,5.2919999978,6.267514961490378
Tajikistan,Central and Eastern Europe,74,5.467,0.493,0.718,0.389,0.144,0.23,2019,1.098,5.097799977799999,13.577654588053623
Croatia,Central and Eastern Europe,75,5.432,1.155,0.914,0.296,0.022,0.119,2019,1.266,5.4586000442,-5.643810623620828
Hong Kong,Eastern Asia,76,5.43,1.438,1.122,0.44,0.274125,0.258,2019,1.277,5.448,-0.80529925737084
Dominican Republic,Latin America and Caribbean,77,5.425,1.015,0.779,0.497,0.101,0.113,2019,1.401,5.1994000038,10.678574336915664
Bosnia and Herzegovina,Central and Eastern Europe,78,5.386,0.945,0.845,0.212,0.006,0.263,2019,1.212,5.161800032,8.680061228936129
Turkey,Middle East and Northern Africa,79,5.373,1.183,0.808,0.195,0.106,0.083,2019,1.36,5.4154,0.8134767056934606
Malaysia,Southeastern Asia,80,5.339,1.221,0.828,0.508,0.024,0.26,2019,1.171,5.9040000222,-6.248616266638264
Belarus,Central and Eastern Europe,81,5.323,1.067,0.789,0.235,0.142,0.094,2019,1.465,5.5979999534000005,-8.667460938910219
Greece,Western Europe,55,5.287,1.181,0.999,0.229125,0.034,0.0,2019,1.3587500000000003,5.1524000474,8.659292356843107
Mongolia,Eastern Asia,83,5.285,0.948,0.667,0.317,0.038,0.235,2019,1.531,5.0291999848,8.208085535809776
Nigeria,Sub-Saharan Africa,85,5.265,0.696,0.245,0.426,0.041,0.215,2019,1.111,5.1273999764,0.35213885012967405
Kyrgyzstan,Central and Eastern Europe,86,5.261,0.551,0.723,0.508,0.023,0.3,2019,1.438,5.1734000374,-0.32995791130522667
Turkmenistan,Central and Eastern Europe,87,5.247,1.052,0.657,0.394,0.028,0.244,2019,1.538,5.582200005399999,-5.215589403869181
Algeria,Middle East and Northern Africa,88,5.211,1.002,0.785,0.086,0.114,0.073,2019,1.16,5.6676000434,-5.632101272908041
Morocco,Middle East and Northern Africa,89,5.208,0.801,0.782,0.418,0.076,0.036,2019,0.782,5.172200026800001,3.871012279658547
Azerbaijan,Central and Eastern Europe,90,5.208,1.043,0.769,0.351,0.1699999999999999,0.035,2019,1.147,5.2292000412,-0.05747159968291382
Lebanon,Middle East and Northern Africa,91,5.197,0.987,0.815,0.216,0.027,0.166,2019,1.224,5.149599981,7.405285640656116
Indonesia,Southeastern Asia,92,5.192,0.931,0.66,0.491,0.028,0.498,2019,1.203,5.2520000168,-3.82077490434271
China,Eastern Asia,93,5.191,1.029,0.893,0.521,0.1,0.058,2019,1.125,5.2189999526,1.0161829407368437
Vietnam,Southeastern Asia,94,5.175,0.741,0.851,0.543,0.073,0.147,2019,1.346,5.154599976399999,-3.3390160350167712
Bhutan,Southern Asia,95,5.082,0.813,0.604,0.457,0.167,0.37,2019,1.321,5.1248000312,-3.2286426299524873
Cameroon,Sub-Saharan Africa,96,5.044,0.549,0.331,0.381,0.037,0.187,2019,0.91,4.6958000344,17.52180788469808
Bulgaria,Central and Eastern Europe,97,5.011,1.092,0.815,0.311,0.004,0.081,2019,1.513,4.618600044999999,17.98884604016331
Ghana,Sub-Saharan Africa,98,4.996,0.611,0.486,0.381,0.04,0.245,2019,0.868,4.5363999772,8.959485700897762
Ivory Coast,Sub-Saharan Africa,99,4.944,0.569,0.232,0.352,0.09,0.154,2019,0.808,4.2731999656,31.473460492275407
Nepal,Southern Asia,100,4.913,0.446,0.677,0.439,0.089,0.285,2019,1.226,4.8123999786,8.730416260326404
Jordan,Middle East and Northern Africa,101,4.906,0.837,0.815,0.383,0.13,0.11,2019,1.225,5.1795999932,-5.460319406916963
Benin,Sub-Saharan Africa,102,4.883,0.393,0.397,0.349,0.082,0.175,2019,0.437,3.901000013,40.43020312129954
Gabon,Sub-Saharan Africa,104,4.799,1.013375,0.571,0.295,0.055,0.043,2019,1.183,4.4078000306,21.54649919435824
Laos,Southeastern Asia,105,4.796,0.764,0.551,0.547,0.164,0.266,2019,1.03,4.79275,-1.446520473922432
South Africa,Sub-Saharan Africa,106,4.722,0.96,0.469,0.389,0.055,0.13,2019,1.351,4.6751999992,2.138858126400246
Albania,Central and Eastern Europe,107,4.719,0.947,0.874,0.383,0.027,0.178,2019,0.848,4.712600010600001,-4.715365744988921
Venezuela,Latin America and Caribbean,108,4.784500000000001,0.96,0.805,0.3035,0.047,0.064,2019,1.427,5.5469,-33.273380063523916
Cambodia,Southeastern Asia,109,4.7,0.574,0.637,0.609,0.062,0.232,2019,1.122,4.205400044199999,21.365560229046075
Palestinian Territories,Middle East and Northern Africa,110,4.696,0.657,0.672,0.225,0.066,0.103,2019,1.247,4.736600018999999,-0.3922103748041983
Senegal,Sub-Saharan Africa,111,4.681,0.45,0.571,0.292,0.072,0.153,2019,1.134,4.3939999694,18.755123095415613
Somalia,Sub-Saharan Africa,112,4.668,0.0,0.268,0.559,0.166875,0.243,2019,0.698,5.06025000575,-14.896106018856432
Namibia,Sub-Saharan Africa,113,4.639,0.879,0.477,0.401,0.056,0.07,2019,1.313,4.5569999705,1.5507158312565434
Niger,Sub-Saharan Africa,114,4.628,0.138,0.366,0.318,0.102,0.188,2019,0.774,4.1045999756,19.262458946050153
Burkina Faso,Sub-Saharan Africa,115,4.587,0.331,0.38,0.255,0.113,0.177,2019,1.056,4.0738000130000005,25.480514920016162
Armenia,Central and Eastern Europe,116,4.559,0.85,0.815,0.283,0.064,0.095,2019,1.055,4.3931999856,4.847986194851793
Iran,Middle East and Northern Africa,117,4.548,1.1,0.785,0.305,0.125,0.27,2019,0.842,4.6891999824,-2.862078509044632
Guinea,Sub-Saharan Africa,118,4.534,0.38,0.375,0.332,0.086,0.207,2019,0.829,3.853599993800001,23.297845960753264
Georgia,Central and Eastern Europe,119,4.519,0.886,0.752,0.346,0.164,0.043,2019,0.816,4.338799955000001,5.136721437345068
Kenya,Sub-Saharan Africa,121,4.509,0.512,0.581,0.431,0.053,0.328625,2019,0.983,4.4493999946,2.200947408844112
Mauritania,Sub-Saharan Africa,122,4.49,0.57,0.489,0.082875,0.088,0.106,2019,1.167,4.3549999634,1.4359485447700453
Tunisia,Middle East and Northern Africa,124,4.461,0.921,0.815,0.167,0.055,0.059,2019,1.0,4.7283999656,-5.585796739850886
Bangladesh,Southern Asia,125,4.456,0.562,0.723,0.527,0.143,0.166,2019,0.928,4.5801999604,-5.161844201212782
Iraq,Middle East and Northern Africa,126,4.437,1.043,0.574,0.241,0.089,0.148,2019,0.98,4.5284000434,-5.223913560004148
Mali,Sub-Saharan Africa,128,4.39,0.385,0.308,0.327,0.052,0.153,2019,1.105,4.2190000114,9.676904568531572
Sierra Leone,Sub-Saharan Africa,129,4.374,0.268,0.242,0.309,0.045,0.252,2019,0.841,4.5592000222,-2.8037628104985233
Sri Lanka,Southern Asia,130,4.366,0.949,0.831,0.47,0.047,0.244,2019,1.265,4.3926000114,2.2875574512464856
Myanmar,Southeastern Asia,131,4.36,0.71,0.555,0.525,0.172,0.5611250000000001,2019,1.181,4.3830000152,1.4486901261661254
Chad,Sub-Saharan Africa,132,4.35,0.35,0.192,0.174,0.078,0.198,2019,0.766,4.0034000218,17.62798330968459
Ukraine,Central and Eastern Europe,133,4.332,0.82,0.739,0.178,0.01,0.187,2019,1.39,4.307200039,-7.147290818087813
Ethiopia,Sub-Saharan Africa,134,4.286,0.336,0.532,0.344,0.1,0.209,2019,1.033,4.4232000076,-5.09105828672943
Uganda,Sub-Saharan Africa,136,4.189,0.332,0.443,0.356,0.06,0.252,2019,1.069,4.020199970199999,6.895796082088521
Egypt,Middle East and Northern Africa,137,4.166,0.913,0.644,0.241,0.067,0.076,2019,1.039,4.3752000268,0.1578625760048311
Zambia,Sub-Saharan Africa,138,4.107,0.578,0.426,0.431,0.087,0.247,2019,1.058,4.5843999878,-21.575872570398978
Togo,Sub-Saharan Africa,139,4.085,0.275,0.41,0.293,0.085,0.177,2019,0.572,3.5441999772000004,38.727819161765915
India,Southern Asia,140,4.015,0.755,0.588,0.498,0.085,0.2,2019,0.765,4.297800011400001,-12.621207056940717
Liberia,Sub-Saharan Africa,141,3.975,0.073,0.443,0.37,0.033,0.233,2019,0.922,3.8391999984,-10.560194922187112
Madagascar,Sub-Saharan Africa,143,3.933,0.274,0.555,0.148,0.041,0.169,2019,0.916,3.7454000106,6.78063258600775
Burundi,Sub-Saharan Africa,145,3.775,0.046,0.38,0.22,0.166875,0.176,2019,0.447,3.0789999942,29.94836488812394
Zimbabwe,Sub-Saharan Africa,146,3.663,0.366,0.433,0.361,0.089,0.151,2019,1.114,4.006600000000001,-22.1376845999129
Haiti,Latin America and Caribbean,112,4.784500000000001,0.449,0.449,0.3035,0.11,0.3035,2019,0.967,4.3435999852,11.395469702512983
Botswana,Sub-Saharan Africa,148,3.488,1.013375,0.538,0.455,0.1,0.0376249999999999,2019,1.145,3.8300000064,-21.01272154564586
Syria,Middle East and Northern Africa,149,3.462,0.619,0.44,0.013,0.141,0.331,2019,0.5215000000000001,3.2921999786,14.901282083251656
Malawi,Sub-Saharan Africa,150,3.41,0.191,0.495,0.443,0.089,0.218,2019,0.56,3.883000005800001,-22.22598386620934
Yemen,Middle East and Northern Africa,151,3.38,0.287,0.463,0.143,0.077,0.108,2019,1.163,3.625799987,-18.054884747125417
Rwanda,Sub-Saharan Africa,152,3.334,0.359,0.614,0.555,0.166875,0.217,2019,0.711,3.4385999912000003,-3.795177054060043
Tanzania,Sub-Saharan Africa,153,3.231,0.476,0.499,0.417,0.147,0.276,2019,0.885,3.4659999954,-15.241930942543165
Afghanistan,Southern Asia,154,3.203,0.35,0.361,0.096625,0.025,0.158,2019,0.517,3.512799982,-9.178893605679422
South Sudan,Sub-Saharan Africa,156,2.853,0.306,0.295,0.082875,0.091,0.202,2019,0.575,3.38250002,-27.997010930495744
